address,full_address,lat,lon
"145 WELLINGTON ST W","145 Wellington Street West, Toronto, ON M5J 2M4, Canada",43.6460775,-79.38497230000002
"3290 MIDLAND AVE","3290 Midland Avenue, Toronto, ON M1V 4W4, Canada",43.8062248,-79.2892866
"2224 QUEEN ST E","2224 Queen Street East, Toronto, ON M4E 1H2, Canada",43.672568,-79.2879958
"2 GREYSTONE WALK DR","2 Greystone Walk Drive, Toronto, ON M1K 5J2, Canada",43.724557,-79.2534556
"3005 ISLINGTON AVE","3005 Islington Avenue, Toronto, ON M9L 2K9, Canada",43.75936309999999,-79.5712969
"315 DUNDAS ST E","315 Dundas Street East, Toronto, ON M5A 2A1, Canada",43.6582912,-79.3709828
"967 EGLINTON AVE W","967 Eglinton Avenue West, Toronto, ON M6C 2C5, Canada",43.7000588,-79.4293354
"1891 KENNEDY RD","1891 Kennedy Road, Scarborough, ON M1P 2L9, Canada",43.766662,-79.28098609999999
"1615 BIRCHMOUNT RD","1615 Birchmount Road, Toronto, ON M1P 5C1, Canada",43.7640615,-79.2912443
"1621 BIRCHMOUNT RD","1621 Birchmount Road, Toronto, ON M1P 5C1, Canada",43.7641175,-79.29147619999999
"722 COLLEGE ST","722 College Street, Toronto, ON M6G 1C2, Canada",43.655162,-79.4190625
"660 COLLEGE ST","660 College Street, Toronto, ON M6G 1B8, Canada",43.6551859,-79.4164775
"396 HOPEWELL AVE","396 Hopewell Avenue, Toronto, ON M6E 2S1, Canada",43.7004996,-79.44383429999999
"255 HURON ST","255 Huron Street, Toronto, ON M5S 1C1, Canada",43.6606503,-79.3988841
"30 SCARLETT RD","30 Scarlett Road, Toronto, ON M6N 4J9, Canada",43.6677302,-79.5001915
"41 MILNER AVE","41 Milner Avenue, Toronto, ON M1S 3P8, Canada",43.7842053,-79.2530677
"43 ELM ST","43 Elm Street, Toronto, ON M5G 1M7, Canada",43.65737790000001,-79.3836618
"825 COXWELL AVE","825 Coxwell Avenue, Toronto, ON M4C 3E7, Canada",43.6897586,-79.32592249999999
"1170 BAY ST","1170 Bay Street, Toronto, ON M4Y 1R7, Canada",43.6689255,-79.3893541
"3411 BATHURST ST","3411 Bathurst Street, North York, ON M6A 2C1, Canada",43.7269498,-79.4313804
"600 QUEENS QUAY  W","600 Queens Quay West, Toronto, ON M5V 3M3, Canada",43.6366084,-79.3973546
"769 YONGE ST","769 Yonge Street, Toronto, ON M4W 1A3, Canada",43.6711028,-79.38709709999999
"1025 THE QUEENSWAY","1025 The Queensway, Toronto, ON M8Z 6C7, Canada",43.6228466,-79.51661039999999
"800 WARDEN AVE","800 Warden Avenue, Toronto, ON M1L 4T7, Canada",43.724549,-79.288314
"150 HARRISON ST","150 Harrison Street, Toronto, ON M6J 3B4, Canada",43.6505121,-79.424538
"260 COLLEGE ST","260 College Street, Toronto, ON M5T 1R8, Canada",43.6581305,-79.3988937
"3062 BLOOR ST W","3062 Bloor Street West, Toronto, ON M8X 2B6, Canada",43.6470443,-79.513425
"25 BRITISH COLUMBIA RD","25 British Columbia Road, Toronto, ON M6K 3C3, Canada",43.6315739,-79.4259039
"1250 BAY ST","1250 Bay Street, Toronto, ON M5R, Canada",43.6696707,-79.3894679
"6 GARAMOND CRT","6 Garamond Court, Toronto, ON M3C, Canada",43.7260129,-79.33478149999999
"535 DANFORTH AVE","535 Danforth Avenue, Toronto, ON M4K 1P7, Canada",43.6782254,-79.3479217
"2620 ISLINGTON AVE","2620 Islington Avenue, Toronto, ON M9V 1A9, Canada",43.7365083,-79.56513869999999
"1011 THE QUEENSWAY","1011 The Queensway, Toronto, ON M8Z 6C7, Canada",43.6232455,-79.5160097
"171 BENTWORTH AVE","171 Bentworth Avenue, North York, ON M6A 1P6, Canada",43.7195647,-79.4682299
"213 WELLESLEY ST E","213 Wellesley Street East, Toronto, ON M4X 1G1, Canada",43.6673802,-79.3731665
"469 KING ST W","469 King Street West, Toronto, ON M5V 3M4, Canada",43.6450536,-79.3966014
"610 UNIVERSITY AVE","610 University Avenue, Toronto, ON M5G 2M9, Canada",43.6580742,-79.3905978
"5005 STEELES AVE E","5005 Steeles Avenue East, Toronto, ON M1V, Canada",43.828043,-79.2875191
"682 COLLEGE ST","682 College Street, Toronto, ON M6G 1C1, Canada",43.6552083,-79.4172542
"1802 PHARMACY AVE","1802 Pharmacy Avenue, Toronto, ON M1T 1K1, Canada",43.7757425,-79.31732699999999
"3280 MIDLAND AVE","3280 Midland Avenue, Toronto, ON M1V 0C7, Canada",43.8059981,-79.2881866
"222 QUEEN ST E","222 Queen Street East, Toronto, ON M5A 1S4, Canada",43.6546115,-79.36909729999999
"853 THE QUEENSWAY","853 The Queensway, Etobicoke, ON M8Z 1N6, Canada",43.624734,-79.5097737
"37 WILLIAM KITCHEN RD","37 William Kitchen Road, Toronto, ON M1P 2Y6, Canada",43.7735239,-79.28302289999999
"803 KING ST W","803 King Street West, Toronto, ON M5V 1C9, Canada",43.6429729,-79.4072362
"538 QUEEN ST W","538 Queen Street West, Toronto, ON M5V 2B7, Canada",43.6474939,-79.4025789
"1007 THE QUEENSWAY","1007 The Queensway, Toronto, ON M8Z 6C7, Canada",43.6230019,-79.5159257
"5306 DUNDAS ST W","5306 Dundas Street West, Toronto, ON M9B 1B3, Canada",43.6360598,-79.5403247
"620 KEELE ST","620 Keele Street, Toronto, ON M6N 1K1, Canada",43.67212079999999,-79.4675405
"10 EGLINTON AVE E","10 Eglinton Avenue East, Toronto, ON M4R 2H1, Canada",43.7070305,-79.3976692
"45 RIPLEY AVE","45 Ripley Avenue, Toronto, ON M6S 3P2, Canada",43.6383494,-79.47522479999999
"100 ADELAIDE ST E","100 Adelaide Street East, Toronto, ON M5C 1K6, Canada",43.6515301,-79.3738553
"524 QUEEN ST W","524 Queen Street West, Toronto, ON M5V 2B7, Canada",43.6475889,-79.4021044
"2240 EGLINTON AVE W","2240 Eglinton Avenue West, Toronto, ON M6E 2L3, Canada",43.6930217,-79.46233
"1147 DUNDAS ST W","1147 Dundas Street West, Toronto, ON M6J 1X4, Canada",43.6492979,-79.4208459
"4751 LESLIE ST","4751 Leslie Street, Toronto, ON M2J 2K9, Canada",43.7793512,-79.36554020000001
"1900 O'CONNOR DR","1900 O'Connor Drive, Toronto, ON M4A 1X2, Canada",43.72340699999999,-79.30226410000002
"246 BLOOR ST W","246 Bloor Street West, Toronto, ON M5S 1V6, Canada",43.668094,-79.3976825
"690 ST CLAIR AVE W","690 Saint Clair Avenue West, Toronto, ON M6C, Canada",43.6817146,-79.4258882
"1001 QUEEN ST W","1001 Queen Street West, Queen West Self Storage, Toronto, ON M6J 2W2, Canada",43.6447875,-79.4189332
"15 CANMOTOR AVE","15 Canmotor Avenue, Etobicoke, ON M8Z 4E5, Canada",43.6230198,-79.5109399
"1895 LESLIE ST","1895 Leslie Street, Toronto, ON M3B 2M3, Canada",43.7567805,-79.3608284
"45 HALLCROWN PL","45 Hallcrown Place, Toronto, ON M2J, Canada",43.7701663,-79.32182159999999
"1751 ALBION RD","1751 Albion Road, Toronto, ON M9V 1C3, Canada",43.7436927,-79.6057751
"65 CLAIREPORT CRES","65 Claireport Crescent, Toronto, ON M9W 6P3, Canada",43.7461578,-79.63196930000001
"101 WICKSTEED AVE","101 Wicksteed Avenue, Toronto, ON M4G 4H9, Canada",43.7106764,-79.35785039999999
"1946 GERRARD ST E","1946 Gerrard Street East, Toronto, ON M4L 2C1, Canada",43.6809526,-79.3106944
"3103 KINGSTON RD","3103 Kingston Road, Toronto, ON M1M, Canada",43.7272837,-79.2298048
"1547 DUNDAS ST W","1547 Dundas Street West, Toronto, ON M6K 1T6, Canada",43.6496607,-79.43346249999999
"880 ELLESMERE RD","880 Ellesmere Road, Toronto, ON M1P, Canada",43.76565189999999,-79.2819272
"87 AVENUE RD","87 Avenue Road, Toronto, ON M5R 1M4, Canada",43.671922,-79.3955283
"33 BLOOR ST E","33 Bloor Street East, Toronto, ON M4W 3G8, Canada",43.6703572,-79.38556659999999
"2032 LAWRENCE AVE E","2032 Lawrence Avenue East, Scarborough, ON M1R 2Z1, Canada",43.7457019,-79.2959714
"961 COLLEGE ST","961 College Street, Toronto, ON M6H 1A6, Canada",43.6533808,-79.42701989999999
"3575 LAKE SHORE BLVD W","3575 Lake Shore Boulevard West, Toronto, ON M8W 1N6, Canada",43.5943579,-79.5340392
"1569 THE QUEENSWAY","1569 The Queensway, Toronto, ON M8Z 5Y4, Canada",43.6179364,-79.5401127
"722 PAPE AVE","722 Pape Avenue, Toronto, ON M4K 3S7, Canada",43.6798758,-79.34535489999999
"590 KEELE ST","590 Keele Street, Toronto, ON M6N 3E7, Canada",43.6709747,-79.4678668
"263 DURIE ST","263 Durie Street, Toronto, ON M6S 3G2, Canada",43.6509828,-79.47906549999999
"2330 EGLINTON AVE W","2330 Eglinton Avenue West, Toronto, ON M6M 1S7, Canada",43.6923936,-79.4659282
"3600 SHEPPARD AVE E","3600 Sheppard Avenue East, Toronto, ON M1T, Canada",43.7806338,-79.2985256
"1014 DUNDAS ST W","1014 Dundas Street West, Toronto, ON M6J 1W7, Canada",43.6503328,-79.416158
"3828 BLOOR ST W","3828 Bloor Street West, Toronto, ON M9B 1K9, Canada",43.6415483,-79.5379117
"515 CONSUMERS RD","515 Consumers Road, Toronto, ON M2J 4Z2, Canada",43.77114650000001,-79.3234726
"1521 YONGE ST","1521 Yonge Street, Toronto, ON M4T 2T5, Canada",43.6896649,-79.3945909
"150 RAILSIDE RD","150 Railside Road, Toronto, ON M3A 1A3, Canada",43.7379103,-79.3265392
"272 COXWELL AVE","272 Coxwell Avenue, Toronto, ON M4L 3W7, Canada",43.6731855,-79.3195108
"4950 YONGE ST","4950 Yonge Street, Toronto, ON M2N, Canada",43.763993,-79.4125208
"720 COLLEGE ST","720 College Street, Toronto, ON M6G 1C2, Canada",43.65532109999999,-79.4188983
"2200 BLOOR ST W","2200 Bloor Street West, Toronto, ON M6P 3C4, Canada",43.6514318,-79.47556170000001
"1686 DANFORTH AVE","1686 Danforth Avenue, Toronto, ON M4C 1H6, Canada",43.68398759999999,-79.3209124
"696 QUEEN ST W","696 Queen Street West, Toronto, ON M6J 2K4, Canada",43.6464177,-79.408217
"676 KINGSTON RD","676 Kingston Road, Toronto, ON M4E 1R4, Canada",43.6792084,-79.2972123
"1960 EGLINTON AVE E","1960 Eglinton Avenue East, Eglinton Corners, Toronto, ON M1L, Canada",43.7281322,-79.28808169999999
"70 SILVER STAR BLVD","70 Silver Star Boulevard, Toronto, ON M1V 4A1, Canada",43.8067155,-79.2900173
"976 PAPE AVE","976 Pape Avenue, East York, ON M4K 3V7, Canada",43.6878676,-79.34840779999999
"3465 KINGSTON RD","3465 Kingston Road, Toronto, ON M1M, Canada",43.73719579999999,-79.217906
"5487 DUNDAS ST W","5487 Dundas Street West, Toronto, ON M9B 1B1, Canada",43.63250439999999,-79.54395889999999
"1032 ST CLAIR AVE W","1032 Saint Clair Avenue West, Toronto, ON M6E, Canada",43.6790425,-79.43832139999999
"871 DANFORTH AVE","871 Danforth Avenue, Toronto, ON M4J 1L8, Canada",43.6799277,-79.33960379999999
"1573 BLOOR ST W","1573 Bloor Street West, Toronto, ON M6P 1A6, Canada",43.6559335,-79.45421569999999
"828 BLOOR ST W","828 Bloor Street West, Toronto, ON M6G 1M3, Canada",43.6625015,-79.42331639999999
"2201 EGLINTON AVE E","2201 Eglinton Avenue East, Toronto, ON M1L, Canada",43.7296405,-79.2782824
"160 KENDAL AVE","160 Kendal Avenue, Toronto, ON M5R 1M3, Canada",43.6757552,-79.41020800000001
"1585 WARDEN AVE","1585 Warden Avenue, Toronto, ON M1R 2S9, Canada",43.7663841,-79.3023899
"125 DUNDAS ST E","125 Dundas Street East, Toronto, ON M5B 2N6, Canada",43.6566237,-79.37647299999999
"800 PETROLIA RD","800 Petrolia Road, North York, ON M3J 3L7, Canada",43.7794825,-79.4887803
"5188 YONGE ST","5188 Yonge Street, Toronto, ON M2N 5P6, Canada",43.7704901,-79.4132096
"1444 DUPONT ST","1444 Dupont Street, Toronto, ON M6P 3R9, Canada",43.6665153,-79.45013070000002
"721 BLOOR ST W","721 Bloor Street West, Toronto, ON M6G 1L5, Canada",43.66354459999999,-79.4180971
"100 GARRISON RD","100 Garrison Road, Toronto, ON M5V 3K9, Canada",43.6384754,-79.4053514
"125 OSSINGTON AVE","125 Ossington Avenue, Toronto, ON M6J 2Z6, Canada",43.646823,-79.4196807
"349 ROYAL YORK RD","349 Royal York Road, Etobicoke, ON M8Y 2R1, Canada",43.6177408,-79.4986346
"13 RACINE RD","13 Racine Road, Toronto, ON M9W 2Z2, Canada",43.7147775,-79.5714404
"3815 LAKE SHORE BLVD W","3815 Lake Shore Boulevard West, Toronto, ON M8W 1R2, Canada",43.5923604,-79.54255309999999
"1947 WESTON RD","1947 Weston Road, Toronto, ON M9N 1W8, Canada",43.7006819,-79.5181319
"200 ELIZABETH ST","200 Elizabeth Street, Toronto, ON M5G, Canada",43.6591987,-79.3868486
"10 BAY ST","10 Bay Street, Toronto, ON M5J, Canada",43.6411922,-79.377079
"830 WARDEN AVE","830 Warden Avenue, Eglinton Corners, Scarborough, ON M1L 4T7, Canada",43.7289909,-79.28858269999999
"5095 YONGE ST","5095 Yonge Street, Toronto, ON M2N 6Y7, Canada",43.7685234,-79.4123633
"400 STEEPROCK DR","400 Steeprock Drive, North York, ON M3J 0G9, Canada",43.7594343,-79.46970209999999
"30 ADELAIDE ST E","30 Adelaide Street East, Toronto, ON M5C 2C5, Canada",43.65083,-79.3765021
"1220 QUEEN ST E","1220 Queen Street East, Toronto, ON M4L 1C3, Canada",43.6632721,-79.33022799999999
"5855 YONGE ST","5855 Yonge Street, Toronto, ON M7A 2E5, Canada",43.7834983,-79.41643859999999
"6369 YONGE ST","6369 Yonge Street, Toronto, ON M2M 3Y2, Canada",43.7973959,-79.41956480000002
"33 EDDYSTONE AVE","33 Eddystone Avenue, North York, ON M3N 2H7, Canada",43.7487281,-79.5171534
"41 EDDYSTONE AVE","41 Eddystone Avenue, Toronto, ON M3N 2H7, Canada",43.7486784,-79.5178327
"2347 KENNEDY RD","2347 Kennedy Road, Toronto, ON M1T 3T8, Canada",43.783936,-79.2885094
"896 WILSON AVE","896 Wilson Avenue, North York, ON M3K 1E7, Canada",43.7302823,-79.4689823
"455 KING ST W","455 King Street West, Toronto, ON M5V 1K4, Canada",43.6451341,-79.3960585
"1130 ALBION RD","1130 Albion Road, Toronto, ON M9V 1A8, Canada",43.7376177,-79.5671701
"200 CHURCH ST","200 Church Street, Toronto, ON M5B 1X5, Canada",43.6548942,-79.3774545
"108 CORPORATE DR","108 Corporate Drive, Toronto, ON M1H 3G5, Canada",43.7805401,-79.2471106
"130 ST GEORGE ST","130 Saint George Street, Toronto, ON M5S, Canada",43.6647499,-79.3987178
"2520 EGLINTON AVE E","2520 Eglinton Avenue East, Toronto, ON M1K 2R5, Canada",43.734872,-79.25667589999999
"51 SCOTTFIELD DR","51 Scottfield Drive, Toronto, ON M1S 5A9, Canada",43.8092351,-79.2529017
"695 YONGE ST","695 Yonge Street, Toronto, ON M4Y 2B6, Canada",43.66912139999999,-79.3861799
"55 YORK ST","55 York Street, Toronto, ON M5J, Canada",43.646144,-79.38270659999999
"2250 QUEEN ST E","2250 Queen Street East, Toronto, ON M4E 3K2, Canada",43.6728475,-79.2866591
"4733 STEELES AVE E","4733 Steeles Avenue East, Toronto, ON M1V 4S5, Canada",43.824973,-79.3005443
"6017 YONGE ST","6017 Yonge Street, North York, ON M2M 3W2, Canada",43.789208,-79.41770129999999
"81 UNDERHILL DR","81 Underhill Drive, Toronto, ON M3A 2J9, Canada",43.746797,-79.32601389999999
"12 HEATON ST","12 Heaton Street, North York, ON M3H 3R7, Canada",43.7573116,-79.4402585
"995 ARROW RD","995 Arrow Road, Toronto, ON M9M, Canada",43.7495912,-79.5326724
"1423 GERRARD ST E","1423 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",43.6721659,-79.32247699999999
"243 CONSUMERS RD","243 Consumers Road, Toronto, ON M2J 4W8, Canada",43.76953779999999,-79.3311145
"405 DONLANDS AVE","405 Donlands Avenue, East York, ON M4J 3S3, Canada",43.6940692,-79.342672
"2275 YONGE ST","2275 Yonge Street, Toronto, ON M4P 3C8, Canada",43.707173,-79.3982875
"855 ALNESS ST","855 Alness Street, Toronto, ON M3J 2X3, Canada",43.7788557,-79.4751373
"176 CHERRY ST","176 Cherry Street, Toronto, ON M5A, Canada",43.64217110000001,-79.34992210000001
"3276 DANFORTH AVE","3276 Danforth Avenue, Scarborough, ON M1L 3M9, Canada",43.6930368,-79.28060459999999
"612 COLLEGE ST","612 College Street, Toronto, ON M6G 3A7, Canada",43.6550929,-79.4145942
"224 RICHMOND ST W","224 Richmond Street West, Toronto, ON M5V 1V6, Canada",43.6497795,-79.3884053
"71 JUDSON ST","71 Judson Street, Toronto, ON M8Z 1A7, Canada",43.6148755,-79.50292979999999
"106 NORTH QUEEN ST","106 North Queen Street, Toronto, ON M8Z 1V1, Canada",43.6211267,-79.5477549
"20 ADVANCE RD","20 Advance Road, Etobicoke, ON M8Z 2S6, Canada",43.6337591,-79.5301984
"88 HARBORD ST","88 Harbord Street, Toronto, ON M5S 1G6, Canada",43.6629108,-79.40290499999999
"1338 GERRARD ST E","1338 Gerrard Street East, Toronto, ON M4L 2V5, Canada",43.6716081,-79.32495949999999
"266 COXWELL AVE","266 Coxwell Avenue, Toronto, ON M4L 3W7, Canada",43.6730318,-79.31943969999999
"20 CHARLES ST E","20 Charles Street East, Toronto, ON M4Y 1T4, Canada",43.6690283,-79.38509119999999
"639 GERRARD ST E","639 Gerrard Street East, Toronto, ON M4M 1Y3, Canada",43.6659099,-79.3505279
"2996 DUNDAS ST W","2996 Dundas Street West, Toronto, ON M6P 1Z4, Canada",43.6655807,-79.4693707
"249 LIPPINCOTT ST","249 Lippincott Street, Toronto, ON M5S 2R5, Canada",43.6617173,-79.4084786
"309 FINCH AVE W","309 Finch Avenue West, Finchurst Plaza, Toronto, ON M2R, Canada",43.7734349,-79.4426848
"33 RUSSELL ST","33 Russell Street, Toronto, ON M5S 3B1, Canada",43.6600226,-79.3989503
"250 COLLEGE ST","250 College Street, Toronto, ON M5T, Canada",43.6584046,-79.39896759999999
"85 FRONT ST E","85 Front Street East, Toronto, ON M5E, Canada",43.64897089999999,-79.3723655
"5307 YONGE ST","5307 Yonge Street, Toronto, ON M2N 5R3, Canada",43.7731978,-79.413657
"1290 QUEEN ST E","1290 Queen Street East, Toronto, ON M4L 1C4, Canada",43.663744,-79.32854540000001
"25 OVERLEA BLVD","25 Overlea Boulevard, Toronto, ON M4H 1P9, Canada",43.7048682,-79.3498238
"3331 SHEPPARD AVE E","3331 Sheppard Avenue East, Toronto, ON M1T 3K2, Canada",43.7785616,-79.3085528
"1984 AVENUE RD","1984 Avenue Road, North York, ON M5M 4A4, Canada",43.7352304,-79.4201432
"86 GUIDED CRT","86 Guided Court, Toronto, ON M9V 5G2, Canada",43.7538631,-79.6087834
"1088 ISLINGTON AVE","1088 Islington Avenue, Toronto, ON M8Z 4S1, Canada",43.6366333,-79.5200815
"895 LAWRENCE AVE E","895 Lawrence Avenue East, North York, ON M3C 3L2, Canada",43.7356347,-79.34699549999999
"50 ST GEORGE ST","50 Saint George Street, Toronto, ON M5S 3H4, Canada",43.6608889,-79.3971464
"1066 BLOOR ST W","1066 Bloor Street West, Toronto, ON M6H 1M6, Canada",43.6604331,-79.4331868
"191 SHEPPARD AVE E","191 Sheppard Avenue East, Toronto, ON M2N 5W2, Canada",43.7642672,-79.3984377
"260 AUGUSTA AVE","260 Augusta Avenue, Toronto, ON M5T 2M2, Canada",43.6564679,-79.40296819999999
"70 GERRARD ST E","70 Gerrard Street East, Toronto, ON M5B 1G9, Canada",43.660009,-79.37788669999999
"7 SPRING GARDEN AVE","7 Spring Garden Avenue, Toronto, ON M2N 3G3, Canada",43.7645227,-79.4101187
"51 NIAGARA ST","51 Niagara Street, Toronto, ON M5V 1C3, Canada",43.6417454,-79.4020815
"469 COSBURN AVE","469 Cosburn Avenue, Toronto, ON M4J 2N5, Canada",43.6927998,-79.3341175
"5551 FINCH AVE E","5551 Finch Avenue East, Scarborough, ON M1B 1T1, Canada",43.8129947,-79.2426444
"2535 PHARMACY AVE","2535 Pharmacy Avenue, Toronto, ON M1W 1H9, Canada",43.7930121,-79.3250728
"1335 LAWRENCE AVE E","1335 Lawrence Avenue East, Toronto, ON M3A 1C6, Canada",43.7407283,-79.32070879999999
"1435 GERRARD ST E","1435 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",43.6722646,-79.3220882
"630 VAUGHAN RD","630 Vaughan Road, Toronto, ON M6E 2Y3, Canada",43.69267139999999,-79.4411904
"2 SUSSEX AVE","2 Sussex Avenue, Toronto, ON M5S 1J5, Canada",43.6653636,-79.3996366
"3501 MCNICOLL AVE","3501 McNicoll Avenue, Toronto, ON M1V 5A7, Canada",43.8233008,-79.251269
"1285 QUEEN ST W","1285 Queen Street West, Toronto, ON M6K 1L6, Canada",43.6414335,-79.432025
"141 HARBORD ST","141 Harbord Street, Toronto, ON M5S 1H4, Canada",43.6621245,-79.4062835
"2539 EGLINTON AVE W","2539 Eglinton Avenue West, Toronto, ON M6M 1T4, Canada",43.6907984,-79.4718331
"498 GILBERT AVE","498 Gilbert Avenue, York, ON M6E 2C7, Canada",43.6917137,-79.46319989999999
"633 SILVER STAR BLVD","633 Silver Star Boulevard, Toronto, ON M1V, Canada",43.822058,-79.298592
"114 RAILSIDE RD","114 Railside Road, North York, ON M3A 3P8, Canada",43.7357679,-79.32644359999999
"1700 EGLINTON AVE E","1700 Eglinton Avenue East, Toronto, ON M4A 2X4, Canada",43.7265621,-79.3129754
"311 JARVIS ST","311 Jarvis Street, Toronto, ON M5B 2C2, Canada",43.6591992,-79.3750802
"3011 LAKE SHORE BLVD W","3011 Lake Shore Boulevard West, Toronto, ON M8V 4B9, Canada",43.6000469,-79.5080954
"2201 BRIMLEY RD","2201 Brimley Road, Toronto, ON M1S 2E2, Canada",43.790412,-79.26987489999999
"100 WYNFORD DR","100 Wynford Drive, Toronto, ON M3C 0J5, Canada",43.7265923,-79.3317751
"96 GERRARD ST E","96 Gerrard Street East, Toronto, ON M5B 1G7, Canada",43.660284,-79.3774717
"30 THE QUEENSWAY","30 The Queensway, Toronto, ON M6R 1B5, Canada",43.6397261,-79.4503294
"693 BLOOR ST W","693 Bloor Street West, Toronto, ON M6G 1L5, Canada",43.6637125,-79.4173284
"23 PARK LAWN RD","23 Park Lawn Road, Etobicoke, ON M8V 1A2, Canada",43.6235328,-79.48245630000001
"1132 THE QUEENSWAY","1132 The Queensway, Toronto, ON M8Z 1P7, Canada",43.6226644,-79.5193649
"3234 LAKE SHORE BLVD W","3234 Lake Shore Boulevard West, Toronto, ON M8V 1L9, Canada",43.5971576,-79.521727
"2243 DUNDAS ST W","2243 Dundas Street West, Toronto, ON M6P 1A3, Canada",43.6543464,-79.45208439999999
"894 QUEEN ST W","894 Queen Street West, Toronto, ON M6J 2V1, Canada",43.6450566,-79.4149156
"126 MC CAUL ST","126 McCaul Street, Toronto, ON M5T 1W4, Canada",43.6544221,-79.39161229999999
"3342 DANFORTH AVE","3342 Danforth Avenue, Toronto, ON M1L 1E2, Canada",43.6938627,-79.27744229999999
"262 QUEENS QUAY  W","262 Queens Quay West, Toronto, ON M5V 3A7, Canada",43.63908,-79.38574849999999
"58 WELLINGTON ST E","58 Wellington Street East, Toronto, ON M5E 1C9, Canada",43.6486306,-79.3742805
"748 WILSON AVE","748 Wilson Avenue, North York, ON M3K 1E4, Canada",43.7313023,-79.4642963
"3459 BATHURST ST","3459 Bathurst Street, Toronto, ON M6A 2C3, Canada",43.728492,-79.4318735
"2729 JANE ST","2729 Jane Street, Toronto, ON M3L 2E8, Canada",43.7410989,-79.5135945
"581 PARLIAMENT ST","581 Parliament Street, Toronto, ON M4X 1P7, Canada",43.6670623,-79.3689886
"2499 SHEPPARD AVE E","2499 Sheppard Avenue East, Toronto, ON M2J, Canada",43.77510960000001,-79.3232219
"1123 LESLIE ST","1123 Leslie Street, Toronto, ON M3C 2K5, Canada",43.7227557,-79.3488477
"113 GUILDWOOD PKWY","113 Guildwood Parkway, Toronto, ON M1E 4V2, Canada",43.7472727,-79.1999702
"843 DON MILLS RD","843 Don Mills Road, North York, ON M3C 1V4, Canada",43.722517,-79.33926009999999
"500 KING ST W","500 King Street West, Toronto, ON M5V 1L8, Canada",43.6452811,-79.3967313
"214 QUEEN ST W","214 Queen Street West, Toronto, ON M5V 1Z9, Canada",43.6502446,-79.38932539999999
"875 YORK MILLS RD","875 York Mills Road, Toronto, ON M3B 1Y5, Canada",43.7553523,-79.348953
"4865 LESLIE ST","4865 Leslie Street, Toronto, ON M2J, Canada",43.7788962,-79.364603
"3089 LAKE SHORE BLVD W","3089 Lake Shore Boulevard West, Toronto, ON M8V 4E3, Canada",43.5993419,-79.5118013
"3850 LAKE SHORE BLVD W","3850 Lake Shore Boulevard West, Toronto, ON M8W 1R3, Canada",43.5906391,-79.5448615
"569 KING ST W","569 King Street West, Toronto, ON M5V 1M1, Canada",43.6444248,-79.39945999999999
"327 OAKWOOD AVE","327 Oakwood Avenue, York, ON M6E 2V8, Canada",43.6859353,-79.43809929999999
"129 MARTIN GROVE RD","129 Martin Grove Road, Toronto, ON M9B 4K8, Canada",43.6489269,-79.54900839999999
"2260 MARKHAM RD","2260 Markham Road, Toronto, ON M1B 2W3, Canada",43.8099065,-79.24309869999999
"353 SPADINA AVE","353 Spadina Avenue, Toronto, ON M5T, Canada",43.6554222,-79.3988104
"2344 DANFORTH AVE","2344 Danforth Avenue, Toronto, ON M4C 1K7, Canada",43.687248,-79.3066774
"949 EGLINTON AVE W","949 Eglinton Avenue West, Toronto, ON M6C 2C5, Canada",43.7002484,-79.4285553
"95 LAVINIA AVE","95 Lavinia Avenue, Toronto, ON M6S 3H6, Canada",43.6479436,-79.47823609999999
"300 ADELAIDE ST E","300 Adelaide Street East, Toronto, ON M5A 3W8, Canada",43.6519368,-79.369649
"1677 BAYVIEW AVE","1677 Bayview Avenue, Toronto, ON M4G 3C2, Canada",43.7075626,-79.37571539999999
"1179 VICTORIA PARK AVE","1179 Victoria Park Avenue, Scarborough, ON M4B 2K5, Canada",43.7102134,-79.29633729999999
"4696 YONGE ST","4696 Yonge Street, North York, ON M2N 5M2, Canada",43.7588797,-79.4104128
"284 RICHMOND ST E","284 Richmond Street East, Toronto, ON M5A 3S9, Canada",43.65325199999999,-79.36972399999999
"3051 PHARMACY AVE","3051 Pharmacy Avenue, Toronto, ON M1W 2M7, Canada",43.794424,-79.3260191
"2406 EGLINTON AVE W","2406 Eglinton Avenue West, Toronto, ON M6M 5E7, Canada",43.6918539,-79.4677672
"1001 THE QUEENSWAY","1001 The Queensway, Toronto, ON M8Z 6C7, Canada",43.6232867,-79.51532019999999
"360 BAY ST","360 Bay Street, Toronto, ON M5H 1W2, Canada",43.6506789,-79.3813634
"165 NORTH QUEEN ST","165 North Queen Street, Toronto, ON M9C 1A7, Canada",43.6168141,-79.55708159999999
"2180 ISLINGTON AVE","2180 Islington Avenue, Toronto, ON M9R, Canada",43.7059582,-79.5515434
"624 QUEEN ST W","624 Queen Street West, Toronto, ON M6J 1E3, Canada",43.6470182,-79.40557580000001
"4178 KINGSTON RD","4178 Kingston Road, Scarborough, ON M1E 2M4, Canada",43.75890039999999,-79.19796149999999
"873 SHEPPARD AVE W","873 Sheppard Avenue West, Toronto, ON M3H 2T4, Canada",43.7520363,-79.45459450000001
"67 RICHMOND ST W","67 Richmond Street West, Toronto, ON M5H 1W2, Canada",43.6511096,-79.3818697
